restaurant_id,restaurant_name,cuisine_type,city,locality,average_cost_for_two,rating,votes,delivery_time_min,discount_percent,menu_items_count,monthly_orders,review_count,distance_km,establishment_year,order_type
140132,Kerala Kitchen,Mediterranean,Bhopal,Koramangala,1515,3.4,40177,44,30,187,10452,38853,23.73,2023,Takeaway
140133,Mango Lassi,North Indian,Bangalore,Powai,1667,3.6,13118,83,20,67,12543,7610,21.78,2020,Takeaway
140134,Mumbai Bites,Thai,Bhopal,Whitefield,1624,4.1,39712,43,25,84,2474,8334,18.76,1990,Delivery
140135,Chettinad Kitchen,North Indian,Kolkata,Adyar,301,4.7,36456,21,15,126,6452,10955,14.26,2006,Delivery
140136,The Coastal Cafe,Fast Food,Bhopal,Connaught Place,1548,2.7,6663,66,50,190,7605,139,12.67,2004,Dine-In
140137,Desi Dhaba,Mughlai,Jaipur,Salt Lake,2355,4.3,25234,18,15,118,10834,8625,8.12,1994,Takeaway
140138,Kebab Corner,Mughlai,Hyderabad,Malad,1414,4.6,14874,15,25,63,14269,14311,19.03,2003,Takeaway
140139,Desi Dhaba,Fast Food,Indore,Salt Lake,2179,4.3,10540,45,0,191,13811,1570,24.9,2007,Delivery
140140,Spice Garden,Biryani,Kanpur,Vastrapur,2219,2.8,42719,67,25,92,2692,27028,0.27,2004,Delivery
140141,Tamil Tadka,Biryani,Lucknow,Andheri,1810,3.1,46777,50,25,94,14970,46115,17.62,1996,Dine-In
140142,Royal Feast,Seafood,Nagpur,Navrangpura,1918,3.2,13698,43,0,35,10043,9422,16.57,2019,Delivery
140143,Curry Leaf,Mughlai,Lucknow,Powai,477,3.9,36917,21,10,26,7310,36812,19.58,1994,Dine-In
140144,The Biryani House,Mediterranean,Bangalore,Connaught Place,1764,3.3,19715,77,0,13,11547,8862,17.58,2019,Dine-In
140145,Tamil Tadka,Cafe,Chennai,Bandra,1535,4.8,45605,29,20,38,2298,27302,17.05,2021,Takeaway
140146,Zaiqa,North Indian,Mumbai,Whitefield,1948,4.3,45652,16,25,47,2433,26459,17.15,2001,Dine-In
140147,Spice Garden,Fast Food,Delhi,Malad,2468,4.8,30546,19,20,24,7256,24508,4.67,2013,Delivery
140148,Pav Bhaji Hub,Desserts,Mumbai,Anna Nagar,1072,2.8,8299,42,20,160,1202,7719,17.42,2013,Dine-In
140149,The Coastal Cafe,Fast Food,Pune,Navrangpura,1327,4.9,40353,45,20,18,3475,29146,21.78,2021,Dine-In
140150,Tandoor Palace,Cafe,Surat,Bandra,407,2.0,13985,84,10,184,1923,1161,3.63,1997,Delivery
140151,Goan Getaway,Seafood,Bhopal,Vastrapur,1049,3.2,47210,23,0,158,731,32776,16.8,1996,Delivery
140152,Desi Dhaba,Cafe,Jaipur,HSR Layout,2005,4.7,5399,64,40,158,1850,224,22.47,2008,Delivery
140153,Tandoor Palace,Fast Food,Ahmedabad,Connaught Place,299,4.9,27720,72,40,105,4135,12213,1.84,2022,Delivery
140154,Pav Bhaji Hub,Biryani,Hyderabad,HSR Layout,1656,3.1,32136,36,0,116,9234,25813,23.64,2010,Dine-In
140155,Mango Lassi,Biryani,Bangalore,Malad,868,3.9,42116,37,0,165,2594,12079,4.15,1999,Takeaway
140156,Mango Lassi,Desserts,Ahmedabad,Navrangpura,732,3.5,31603,29,40,133,13958,28488,12.73,1998,Dine-In
140157,Zaiqa,Italian,Chennai,Civil Lines,1285,4.0,45154,62,30,192,9254,1515,23.6,2001,Takeaway
140158,Flavours of India,Desserts,Indore,Hazratganj,463,3.7,4755,46,30,187,11647,1601,17.6,1994,Takeaway
140159,Curry Leaf,Fast Food,Ahmedabad,Vastrapur,1320,3.5,12442,65,20,67,5872,10756,20.16,1995,Delivery
140160,Curry Leaf,Thai,Bhopal,Civil Lines,1643,2.4,30566,19,0,92,6061,29418,17.5,2019,Delivery
140161,The Thali Place,Chinese,Lucknow,Andheri,216,3.7,6880,59,0,49,6939,3056,14.64,2006,Delivery
140162,Saffron Kitchen,Thai,Kanpur,Malad,2089,4.9,904,83,0,89,4212,696,23.34,2013,Delivery
140163,The Thali Place,Desserts,Jaipur,Hazratganj,2037,4.0,35171,53,25,80,2959,10160,2.27,2006,Delivery
140164,The Thali Place,Mexican,Bangalore,Connaught Place,740,2.7,30788,34,0,170,2131,20546,20.86,2016,Dine-In
140165,The Biryani House,Continental,Kolkata,Powai,177,2.0,26244,43,50,116,1039,19014,23.88,2011,Takeaway
140166,Chai & Chaat,Continental,Lucknow,Vastrapur,315,2.1,40229,68,30,18,14028,25046,24.79,2020,Takeaway
140167,Desi Dhaba,Mexican,Jaipur,Anna Nagar,2155,2.3,29775,63,25,196,6240,27055,10.36,2002,Dine-In
140168,Chettinad Kitchen,South Indian,Mumbai,Hazratganj,1486,2.1,15744,32,0,155,403,4216,16.99,2014,Takeaway
140169,Tamil Tadka,Mexican,Chennai,Hitech City,1352,4.4,28495,64,20,159,11717,4754,23.23,2004,Takeaway
140170,The Thali Place,Thai,Chennai,Koramangala,2320,2.9,36384,62,40,84,2324,29689,8.49,2017,Dine-In
140171,Flavours of India,Mexican,Bangalore,Connaught Place,2327,3.6,32181,16,40,189,13265,19736,10.74,2019,Takeaway
140172,Chai & Chaat,Mediterranean,Kolkata,Indiranagar,1241,4.3,3621,15,0,36,4426,940,15.68,1996,Takeaway
140173,The Biryani House,Cafe,Surat,Whitefield,1476,4.5,49663,36,20,93,13204,48684,2.18,1993,Delivery
140174,Mango Lassi,Italian,Indore,Hitech City,1323,4.2,36323,17,0,165,12425,4848,5.78,1997,Dine-In
140175,The Coastal Cafe,Street Food,Chennai,Bandra,1711,3.2,7287,69,0,196,7789,3797,21.93,2005,Delivery
140176,The Biryani House,Biryani,Surat,Anna Nagar,323,2.3,317,71,0,113,13829,279,10.65,2004,Takeaway
140177,Royal Feast,Mediterranean,Mumbai,Navrangpura,1623,3.9,16346,50,40,135,13468,9666,8.62,2010,Takeaway
140178,Tandoor Palace,Biryani,Delhi,Salt Lake,2439,4.2,5540,71,0,177,5557,3448,10.07,2021,Delivery
140179,Goan Getaway,Street Food,Hyderabad,Hitech City,1965,5.0,31670,15,15,124,13369,3414,4.32,2002,Takeaway
140180,Street Spice,Mexican,Surat,Hazratganj,711,5.0,41098,44,0,42,12353,37796,21.9,1992,Dine-In
140181,Saffron Kitchen,North Indian,Kolkata,Adyar,223,4.1,48068,32,30,105,5990,5241,9.49,2008,Delivery
140182,Curry Leaf,Desserts,Bhopal,Hitech City,1740,2.1,36023,44,15,26,10507,10742,22.95,2000,Takeaway
140183,Flavours of India,Mughlai,Bangalore,Andheri,1894,4.3,26311,20,0,199,6698,5260,14.35,2006,Takeaway
140184,Flavours of India,Italian,Bangalore,Whitefield,667,4.6,20732,36,40,67,7657,16574,21.15,2016,Delivery
140185,Goan Getaway,Chinese,Pune,Salt Lake,1223,4.2,43131,32,30,122,14177,31406,5.98,1995,Dine-In
140186,Chettinad Kitchen,Mughlai,Lucknow,Anna Nagar,589,3.9,1348,70,0,89,5991,995,21.51,2023,Takeaway
140187,Punjab Grill,North Indian,Mumbai,Adyar,1975,4.5,4049,56,0,159,5214,3281,1.8,1994,Dine-In
140188,Dosa Delight,Mediterranean,Surat,Connaught Place,187,3.6,35676,58,25,84,4535,15726,9.88,1992,Dine-In
140189,Dosa Delight,Mediterranean,Lucknow,Bandra,1102,3.3,35598,28,0,111,8629,21445,12.73,2022,Delivery
140190,Street Spice,Fast Food,Chennai,Powai,1875,2.9,33504,64,0,146,1442,4905,16.52,2016,Takeaway
140191,The Coastal Cafe,Italian,Nagpur,Whitefield,1180,3.4,758,36,40,125,3922,91,17.79,2006,Dine-In
140192,South Indian Hut,Mughlai,Nagpur,Whitefield,170,3.3,8737,57,0,122,14279,4232,21.23,2023,Dine-In
140193,The Coastal Cafe,Italian,Kolkata,Gomti Nagar,1235,2.2,12077,21,20,67,6307,11354,1.23,2007,Dine-In
140194,Punjab Grill,Street Food,Kanpur,Juhu,1794,4.9,45066,17,20,48,253,33352,24.62,2010,Delivery
140195,Spice Garden,Thai,Jaipur,Salt Lake,414,3.7,11625,22,0,16,2423,4192,11.65,2010,Delivery
140196,Pav Bhaji Hub,Continental,Chennai,Vastrapur,555,2.6,43621,83,50,159,9687,21555,6.3,2002,Delivery
140197,Zaiqa,Fast Food,Lucknow,Hazratganj,1162,3.3,48193,17,25,116,8958,105,3.88,1998,Dine-In
140198,The Food Court,Desserts,Bhopal,HSR Layout,2351,2.4,21563,21,30,149,4352,7273,16.79,1992,Delivery
140199,Tamil Tadka,Street Food,Surat,Gomti Nagar,440,3.0,27897,25,10,187,6521,26921,8.27,2010,Dine-In
140200,The Thali Place,Mughlai,Chennai,HSR Layout,176,3.3,1790,48,0,21,9281,1401,6.56,2014,Dine-In
140201,Kerala Kitchen,Fast Food,Mumbai,Navrangpura,2089,4.4,22633,70,10,95,2649,6386,22.48,1992,Dine-In
140202,Tamil Tadka,Street Food,Mumbai,Anna Nagar,1864,2.6,48046,61,0,182,5801,4201,12.31,1990,Dine-In
140203,Roti Republic,Thai,Surat,HSR Layout,1544,2.8,9983,29,30,165,6935,4472,24.27,2021,Delivery
140204,Curry Leaf,Seafood,Bhopal,Connaught Place,1189,4.1,26039,50,0,55,7916,7922,13.2,2006,Dine-In
140205,Mumbai Bites,Fast Food,Chennai,Hazratganj,2476,3.8,39320,54,30,137,5544,13624,21.16,2009,Delivery
140206,Idli Express,Fast Food,Bangalore,Civil Lines,2458,4.9,32373,60,40,156,362,24202,13.93,1993,Takeaway
140207,Masala Zone,Fast Food,Chennai,HSR Layout,966,2.3,10985,82,0,70,151,6165,1.51,2012,Delivery
140208,Dosa Delight,Mughlai,Ahmedabad,Adyar,681,2.1,21267,52,40,72,8855,6283,10.18,2014,Takeaway
140209,Flavours of India,South Indian,Jaipur,Anna Nagar,2457,2.3,6830,85,50,50,14309,2827,13.14,2010,Takeaway
140210,Masala Zone,Cafe,Kolkata,Koramangala,664,3.8,18569,55,25,66,3330,4540,16.32,2003,Takeaway
140211,Desi Dhaba,Mexican,Kanpur,Andheri,732,4.3,22026,55,0,162,14421,12292,4.25,2019,Delivery
140212,Idli Express,Continental,Mumbai,Vastrapur,1492,3.2,16411,59,50,121,5875,842,11.99,2006,Dine-In
140213,Masala Zone,Italian,Bangalore,Hitech City,1984,5.0,17753,21,0,111,9426,13082,10.55,1996,Delivery
140214,Curry Leaf,Biryani,Mumbai,Navrangpura,1509,4.1,41746,71,0,121,12261,23906,18.08,2000,Takeaway
140215,Punjab Grill,Thai,Jaipur,Hitech City,1300,3.0,25391,17,0,157,11613,22788,16.16,2012,Delivery
140216,Pav Bhaji Hub,Biryani,Hyderabad,Andheri,1873,3.3,19805,23,15,158,4761,10304,1.48,2017,Takeaway
140217,The Thali Place,Street Food,Indore,Gomti Nagar,2467,3.6,18871,22,30,118,9874,14510,12.33,2019,Delivery
140218,Naan Stop,North Indian,Bhopal,Gomti Nagar,1529,4.0,30969,48,0,76,757,28992,12.4,2021,Takeaway
140219,Street Spice,Thai,Jaipur,Hazratganj,1608,2.1,7163,20,15,127,14870,2377,11.04,2015,Delivery
140220,Kebab Corner,Mexican,Lucknow,Vastrapur,926,3.4,25542,59,50,61,7955,21102,8.0,2010,Takeaway
140221,The Thali Place,Continental,Bangalore,Indiranagar,2174,4.0,27550,24,25,123,9391,19450,11.6,2020,Takeaway
140222,Masala Zone,Continental,Pune,Connaught Place,916,2.2,2905,43,15,133,7568,1431,21.3,1994,Takeaway
140223,Desi Dhaba,Seafood,Surat,Whitefield,2307,2.7,48526,34,40,35,5815,14800,14.69,2014,Takeaway
140224,Punjab Grill,Continental,Lucknow,Hazratganj,511,4.3,22336,28,15,106,4155,21543,4.96,1994,Delivery
140225,The Coastal Cafe,Street Food,Delhi,Gachibowli,1524,4.4,8527,18,50,102,1032,1856,14.37,2001,Takeaway
140226,Chettinad Kitchen,Mughlai,Kolkata,Bandra,1372,5.0,9306,46,40,117,797,7382,1.74,2023,Takeaway
140227,The Thali Place,North Indian,Hyderabad,Vastrapur,876,4.3,22902,53,50,96,12418,9801,9.6,2016,Delivery
140228,Kebab Corner,Mediterranean,Ahmedabad,Powai,654,2.6,15673,73,20,36,1852,15636,8.26,1993,Takeaway
140229,Kerala Kitchen,Thai,Bangalore,Bandra,1329,4.3,49024,59,40,116,14700,10747,7.3,2009,Takeaway
140230,Roti Republic,Italian,Lucknow,Hazratganj,2187,3.5,14812,68,15,140,9438,8241,8.45,2009,Takeaway
140231,The Thali Place,Thai,Nagpur,Anna Nagar,1609,2.9,16324,88,0,75,2070,13827,7.7,1993,Delivery
140232,Spice Garden,South Indian,Jaipur,Anna Nagar,540,4.0,21812,62,0,66,9376,6928,1.02,2001,Dine-In
140233,Mango Lassi,Street Food,Bhopal,Powai,1017,4.9,48282,49,20,25,8334,16341,9.36,2006,Dine-In
140234,Mango Lassi,Cafe,Surat,Vastrapur,999,2.5,43903,57,10,11,5874,15431,21.03,2009,Delivery
140235,Chai & Chaat,Italian,Nagpur,Connaught Place,2180,2.9,37182,75,25,156,898,21410,13.32,2015,Takeaway
140236,Andhra Meals,Mexican,Kanpur,Powai,1638,2.6,24389,55,20,71,13651,3588,1.4,2004,Takeaway
140237,Street Spice,Cafe,Kolkata,Juhu,1138,4.3,14930,80,20,56,7868,10403,11.13,2014,Takeaway
140238,Curry Leaf,Cafe,Mumbai,Navrangpura,2297,4.9,16443,83,0,121,4817,4853,13.21,2014,Delivery
140239,Street Spice,Seafood,Pune,Gomti Nagar,342,2.5,44033,16,10,102,3006,1620,14.15,1994,Dine-In
140240,Chettinad Kitchen,Thai,Kolkata,Hitech City,2399,2.3,45683,69,15,111,10422,41954,15.19,2023,Dine-In
140241,Chai & Chaat,Desserts,Bhopal,Whitefield,1234,4.4,400,42,50,138,13842,331,19.79,2018,Takeaway
140242,Tamil Tadka,Seafood,Hyderabad,Hitech City,635,4.6,4038,90,25,65,4986,3260,9.38,1991,Takeaway
140243,South Indian Hut,Mediterranean,Bangalore,Civil Lines,179,3.0,41918,90,10,171,9439,9634,21.05,2019,Delivery
140244,Chettinad Kitchen,Italian,Surat,HSR Layout,2368,2.1,29977,45,20,130,4042,26438,6.2,1994,Delivery
140245,Tandoor Palace,Biryani,Bhopal,Gachibowli,760,3.9,15887,54,40,34,10763,6307,3.93,2001,Delivery
140246,Kerala Kitchen,Cafe,Bhopal,Gomti Nagar,1009,3.4,36616,26,15,70,8821,11952,23.8,1996,Dine-In
140247,Kerala Kitchen,Mughlai,Kolkata,Koramangala,2344,2.4,17258,73,15,116,11318,62,4.85,2010,Takeaway
140248,Goan Getaway,Mexican,Lucknow,Vastrapur,557,3.3,5484,33,20,67,3822,4902,4.0,2002,Delivery
140249,Naan Stop,Biryani,Hyderabad,Adyar,2451,4.0,48132,54,0,125,6998,4467,17.78,2008,Delivery
140250,Goan Getaway,Seafood,Pune,Gomti Nagar,1340,4.9,35745,19,40,159,9844,17331,20.61,1992,Delivery
140251,Roti Republic,Italian,Pune,Civil Lines,1567,4.8,6256,35,0,31,2937,3740,15.72,2008,Delivery
140252,Chettinad Kitchen,Chinese,Mumbai,Powai,1310,4.9,3621,72,10,123,8986,19,24.96,1991,Dine-In
140253,South Indian Hut,Cafe,Mumbai,Powai,284,3.1,5727,17,30,120,9829,2479,15.0,2023,Delivery
140254,Masala Zone,Italian,Hyderabad,Powai,2123,3.1,19811,66,40,83,9058,17649,22.14,2011,Dine-In
140255,Tamil Tadka,Fast Food,Bhopal,Civil Lines,1745,4.9,40572,34,0,38,10479,15016,10.01,2022,Takeaway
140256,The Biryani House,North Indian,Hyderabad,Whitefield,1879,2.2,10167,65,30,138,14628,1538,4.36,2009,Dine-In
140257,Masala Zone,Continental,Mumbai,Whitefield,1232,2.1,19878,82,10,187,7253,9033,18.04,2006,Delivery
140258,Punjab Grill,North Indian,Kolkata,Juhu,2174,2.1,27554,40,50,199,9958,19930,16.55,1993,Takeaway
140259,Saffron Kitchen,Seafood,Kanpur,Whitefield,2106,4.4,40230,23,0,134,3150,6087,3.61,2021,Dine-In
140260,The Coastal Cafe,Chinese,Kanpur,HSR Layout,1648,4.3,19141,73,10,101,6223,7316,4.25,2017,Takeaway
140261,Kerala Kitchen,Fast Food,Kanpur,Gomti Nagar,701,3.8,16195,89,0,135,6486,1876,23.47,2004,Takeaway
140262,Spice Garden,Street Food,Delhi,Vastrapur,1761,4.6,40205,79,0,52,3364,231,19.4,2009,Takeaway
140263,Idli Express,Fast Food,Mumbai,Juhu,733,3.0,48552,43,50,142,8456,445,23.25,2003,Takeaway
140264,Kebab Corner,Street Food,Kanpur,Civil Lines,1137,3.4,32246,62,10,70,4347,26106,11.42,2017,Delivery
140265,Dosa Delight,Seafood,Chennai,Gomti Nagar,1801,2.6,24631,42,25,30,13389,12288,18.34,2003,Delivery
140266,Mango Lassi,Mexican,Indore,Connaught Place,604,4.1,19367,56,30,110,14644,11895,14.68,2003,Dine-In
140267,Pav Bhaji Hub,Street Food,Hyderabad,Koramangala,1177,4.2,25691,74,30,146,206,22548,10.43,2003,Dine-In
140268,Chettinad Kitchen,South Indian,Hyderabad,Adyar,2265,3.3,6608,38,40,124,11312,3813,15.06,2000,Delivery
140269,Spice Garden,Italian,Mumbai,Adyar,586,5.0,46652,22,0,185,7781,38348,7.16,2013,Dine-In
140270,South Indian Hut,Continental,Lucknow,Salt Lake,1431,4.6,12666,27,25,157,10849,2115,4.31,2012,Dine-In
140271,The Thali Place,Mediterranean,Chennai,Salt Lake,1871,3.9,39638,54,40,17,9116,29477,4.39,2000,Dine-In
140272,Dosa Delight,Fast Food,Mumbai,Hazratganj,1855,2.6,979,15,25,197,14007,781,1.39,2005,Dine-In
140273,Naan Stop,North Indian,Lucknow,Malad,1815,3.9,29698,22,30,136,10916,7294,20.97,2018,Takeaway
140274,Roti Republic,Mughlai,Kanpur,Adyar,1230,4.8,48163,74,0,18,6399,9942,22.7,2011,Delivery
140275,Dosa Delight,Chinese,Jaipur,Gachibowli,1113,4.1,26377,53,15,45,8943,10150,24.81,2011,Takeaway
140276,Flavours of India,Desserts,Lucknow,Andheri,1714,2.4,12574,80,0,143,10681,7781,7.01,1999,Dine-In
140277,Royal Feast,Street Food,Kanpur,Civil Lines,776,2.1,38035,53,20,19,8265,29900,24.09,1990,Delivery
140278,Punjab Grill,South Indian,Hyderabad,Malad,191,3.6,39844,33,50,130,6025,22895,7.31,2012,Dine-In
140279,Dosa Delight,Mughlai,Hyderabad,Juhu,1278,4.9,44252,34,20,139,8417,25547,12.49,2011,Delivery
140280,The Biryani House,Mughlai,Jaipur,Andheri,163,4.7,24674,30,25,48,9093,2850,19.46,2018,Takeaway
140281,Chai & Chaat,Mughlai,Bhopal,Navrangpura,468,2.0,22266,25,20,191,11724,12664,15.01,2021,Takeaway
140282,Andhra Meals,Thai,Lucknow,Salt Lake,932,4.5,12940,49,0,110,6292,9188,14.39,1990,Delivery
140283,The Biryani House,Mediterranean,Pune,Indiranagar,1138,3.5,41608,76,10,32,56,20663,22.88,2017,Dine-In
140284,Andhra Meals,Biryani,Nagpur,Whitefield,300,2.1,2979,52,0,192,5613,2175,22.04,2010,Dine-In
140285,Zaiqa,Mediterranean,Indore,Malad,661,3.1,5096,53,0,147,2696,2554,16.91,2007,Delivery
140286,Street Spice,Mexican,Nagpur,Koramangala,1795,4.2,43674,64,30,177,7299,3394,8.69,2003,Delivery
140287,Street Spice,Mughlai,Delhi,Anna Nagar,2412,2.8,16556,23,10,173,6174,14661,24.02,1999,Dine-In
140288,Mango Lassi,Mediterranean,Jaipur,Navrangpura,678,3.5,24254,54,50,124,9672,1525,2.13,1994,Takeaway
140289,Spice Garden,Continental,Lucknow,Indiranagar,603,2.3,36975,48,40,116,13872,20499,21.73,2016,Takeaway
140290,The Coastal Cafe,South Indian,Kolkata,Andheri,481,2.8,39490,17,10,170,9721,34119,0.68,1995,Dine-In
140291,The Food Court,Desserts,Kolkata,Hazratganj,969,3.5,34526,31,25,102,13387,10822,2.6,1999,Takeaway
140292,Curry Leaf,Cafe,Jaipur,Whitefield,1694,4.5,38753,52,0,86,7505,1776,15.1,2006,Dine-In
140293,Tamil Tadka,Biryani,Bangalore,Malad,2217,3.6,415,46,25,186,9264,234,19.24,2017,Takeaway
140294,Tandoor Palace,Italian,Jaipur,Hazratganj,998,4.2,43335,40,30,73,287,34793,3.93,2009,Dine-In
140295,Flavours of India,Mexican,Surat,Gomti Nagar,988,3.8,17304,73,50,20,14019,6201,6.08,2004,Takeaway
140296,Kebab Corner,Mughlai,Kolkata,Powai,757,2.0,6029,32,10,69,1719,5574,24.69,2012,Dine-In
140297,South Indian Hut,Mughlai,Jaipur,Vastrapur,2406,2.8,46717,24,30,18,14547,36150,5.25,2013,Takeaway
140298,Chettinad Kitchen,Mexican,Kolkata,Civil Lines,767,4.3,759,30,40,19,12469,491,5.65,2008,Dine-In
140299,Naan Stop,Continental,Lucknow,Adyar,1401,2.5,870,35,40,69,6995,349,8.15,1999,Delivery
140300,The Thali Place,Biryani,Nagpur,Indiranagar,2101,2.9,23323,22,10,157,14091,323,19.68,2021,Dine-In
140301,Royal Feast,Thai,Bangalore,Juhu,463,4.0,34317,72,0,106,8994,30975,4.18,2005,Dine-In
140302,Masala Zone,Cafe,Pune,Adyar,1583,2.2,41671,81,0,143,4825,26657,16.06,2011,Delivery
140303,Royal Feast,Chinese,Hyderabad,Whitefield,2447,2.2,42786,61,20,89,2711,15325,20.75,2005,Delivery
140304,The Food Court,Chinese,Lucknow,Indiranagar,2102,4.8,12155,53,0,48,7320,7158,10.92,2017,Delivery
140305,Dosa Delight,Cafe,Pune,Malad,1826,3.3,27711,66,25,52,3502,20072,20.62,1990,Delivery
140306,Punjab Grill,Mughlai,Pune,Connaught Place,1966,3.6,43802,79,10,57,12029,1731,4.35,2004,Dine-In
140307,Masala Zone,South Indian,Bhopal,Hitech City,1471,2.3,8226,62,20,63,9311,542,15.61,2023,Takeaway
140308,Idli Express,Mughlai,Kanpur,Bandra,1118,2.8,8080,61,30,44,12742,851,0.38,2021,Dine-In
140309,Tandoor Palace,South Indian,Kanpur,Whitefield,1618,4.6,47431,40,0,78,7097,37822,17.52,2001,Dine-In
140310,Idli Express,Seafood,Ahmedabad,Gomti Nagar,2092,2.2,10021,31,25,16,377,169,17.5,1997,Delivery
140311,Dosa Delight,Italian,Delhi,Civil Lines,1688,3.5,10906,16,0,139,11798,9420,19.84,1995,Takeaway
140312,Masala Zone,Thai,Lucknow,Indiranagar,1424,2.5,10269,78,50,148,13761,4825,24.2,2007,Takeaway
140313,Saffron Kitchen,Seafood,Lucknow,Gomti Nagar,1472,5.0,36315,90,0,153,14575,12239,3.16,1993,Dine-In
140314,Zaiqa,Street Food,Kanpur,Bandra,503,4.5,31073,32,50,108,1871,9433,14.0,2023,Delivery
140315,The Coastal Cafe,Chinese,Surat,Hitech City,445,3.7,41085,20,0,21,6764,10303,16.54,2013,Takeaway
140316,The Coastal Cafe,South Indian,Lucknow,Hitech City,1725,3.9,26283,38,40,125,9057,5755,22.26,1993,Dine-In
140317,Masala Zone,Italian,Pune,HSR Layout,1878,2.7,17815,61,10,102,1080,2852,6.34,2009,Dine-In
140318,Punjab Grill,North Indian,Surat,Gomti Nagar,400,2.9,19746,30,20,125,10585,18637,21.51,2005,Takeaway
140319,Kebab Corner,Seafood,Jaipur,Powai,598,2.9,38946,34,20,140,4579,2480,10.74,2008,Takeaway
140320,Royal Feast,Desserts,Chennai,Anna Nagar,1119,3.5,19868,25,15,26,14876,15188,20.36,1991,Dine-In
140321,Royal Feast,Mughlai,Indore,HSR Layout,965,4.7,23977,50,30,120,11669,12437,22.86,2006,Delivery
140322,Mango Lassi,Mughlai,Indore,Adyar,1060,2.9,31458,74,25,89,11913,12016,5.43,1998,Dine-In
140323,Goan Getaway,North Indian,Mumbai,Juhu,1435,2.6,21621,32,25,69,8679,13684,3.56,2021,Delivery
140324,Roti Republic,Seafood,Delhi,HSR Layout,1349,3.4,28,61,15,16,13768,15,8.83,2014,Delivery
140325,Kebab Corner,Fast Food,Bhopal,HSR Layout,1312,4.7,6101,48,0,111,10329,2243,1.38,2020,Delivery
140326,Royal Feast,Fast Food,Bhopal,Koramangala,546,3.8,41744,65,20,108,4236,39862,6.4,2007,Delivery
140327,Mango Lassi,Continental,Kanpur,Gachibowli,2276,2.2,36043,31,40,22,1187,30534,23.95,1998,Dine-In
140328,Saffron Kitchen,South Indian,Delhi,Indiranagar,972,2.1,10215,23,10,195,5250,7154,5.71,2016,Delivery
140329,The Biryani House,Fast Food,Chennai,Vastrapur,1080,3.4,37079,39,0,158,6802,13438,19.97,1994,Delivery
140330,Saffron Kitchen,Mexican,Nagpur,Adyar,1349,2.8,10981,45,0,76,4790,10234,17.3,2000,Takeaway
140331,Kebab Corner,Chinese,Pune,Adyar,1477,4.0,48019,84,40,43,11617,10181,20.18,1991,Delivery
140332,Royal Feast,Biryani,Bangalore,Indiranagar,2374,3.8,2660,42,0,30,10050,1343,6.89,1997,Delivery
140333,South Indian Hut,Desserts,Indore,Koramangala,1405,2.4,385,88,50,64,13109,312,13.44,2016,Dine-In
140334,Saffron Kitchen,Seafood,Chennai,Civil Lines,504,2.0,24630,90,0,85,4934,9147,23.87,1996,Dine-In
140335,Goan Getaway,Fast Food,Nagpur,Powai,1009,4.5,41818,89,50,63,4161,10707,2.88,2003,Takeaway
140336,Street Spice,Continental,Pune,Powai,1062,4.4,41447,73,50,193,3928,34496,14.29,1995,Dine-In
140337,Roti Republic,Mediterranean,Ahmedabad,Andheri,1771,4.7,19245,34,20,163,3831,16412,4.66,2000,Takeaway
140338,Royal Feast,Fast Food,Ahmedabad,Hitech City,183,2.8,9460,56,0,95,11785,5011,23.73,2020,Dine-In
140339,The Coastal Cafe,North Indian,Jaipur,HSR Layout,2353,3.5,19284,85,25,22,13845,12408,19.86,1992,Delivery
140340,Chai & Chaat,Mexican,Indore,Civil Lines,1848,4.0,39498,59,10,40,1240,20698,12.48,2009,Takeaway
140341,Idli Express,Cafe,Lucknow,Indiranagar,247,2.3,45906,53,15,109,8485,45229,5.77,2010,Takeaway
140342,Chai & Chaat,South Indian,Indore,Navrangpura,1551,2.6,41703,27,30,10,6009,7760,6.18,2003,Delivery
140343,Idli Express,Continental,Kanpur,Connaught Place,1363,2.9,4004,34,10,74,5904,2902,7.75,2014,Delivery
140344,Dosa Delight,Thai,Bhopal,Vastrapur,2333,2.9,9761,42,40,33,10074,4229,12.06,1997,Takeaway
140345,Royal Feast,Mexican,Indore,Gomti Nagar,1083,4.6,14989,61,20,22,9435,4632,23.6,2007,Delivery
140346,Roti Republic,Fast Food,Bangalore,Anna Nagar,1738,4.7,41604,36,50,141,767,31122,21.01,2003,Dine-In
140347,Punjab Grill,Thai,Indore,Powai,2224,4.1,44009,65,0,30,7619,15550,6.07,2011,Takeaway
140348,Street Spice,Thai,Pune,Gomti Nagar,983,2.8,27522,70,30,23,3346,6681,10.36,2005,Dine-In
140349,Desi Dhaba,South Indian,Hyderabad,Adyar,2162,2.7,7676,15,0,43,3497,4757,21.8,2019,Dine-In
140350,Chettinad Kitchen,Biryani,Ahmedabad,Navrangpura,267,3.6,17270,45,10,20,1547,4322,15.89,2008,Delivery
140351,Desi Dhaba,Mughlai,Bhopal,HSR Layout,2060,4.4,3285,78,0,17,274,1116,19.38,2004,Dine-In
140352,Saffron Kitchen,Mexican,Bhopal,Gachibowli,762,2.1,33732,30,0,22,5690,11686,1.54,2019,Delivery
140353,The Food Court,Desserts,Bhopal,Malad,435,4.6,24877,82,50,193,128,3766,12.79,2021,Delivery
140354,Roti Republic,Mexican,Bhopal,Navrangpura,2357,4.1,1489,81,30,68,7370,1335,12.36,2019,Dine-In
